,x_1_1,x_1_2,x_1_3,x_2_1,x_2_2,x_2_3,x_3_1,x_3_2,x_4_1,x_4_2,x_4_3,x_5_1,x_5_2,x_5_3,x_5_4,x_6_1,x_6_2,target
484,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
485,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
486,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
487,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
488,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
489,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
490,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
491,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
492,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
493,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
494,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
495,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
496,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
497,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
498,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
499,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
500,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
501,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
502,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
503,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
504,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
505,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
506,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
507,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
508,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
509,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
510,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
511,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
512,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
513,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
514,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
515,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
516,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
517,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
518,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
519,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
520,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
521,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
522,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
523,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
524,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
525,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
526,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
527,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
528,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
529,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
530,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
531,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
532,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
533,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
534,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
535,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
536,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
537,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
538,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
539,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
540,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
541,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
542,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
543,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
544,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
545,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
546,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
547,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
548,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
549,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
550,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
551,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
552,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
553,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
